Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
21-December-2022,3090.00,3111.70,3050.40,3070.95,3077.508499630450849963,13530,2079,41638690.00,5397,39.89,61.30,-19.05
20-December-2022,3080.00,3088.90,3018.00,3081.35,3048.825402883799830364,47160,8752,143782606.00,21334,45.24,70.90,1.35
19-December-2022,3057.45,3088.00,3041.40,3081.05,3072.609541717684100052,45736,6704,140528870.00,28259,61.79,46.60,23.60
16-December-2022,3115.00,3118.20,3050.50,3057.45,3084.974712926173213724,73239,7496,225940463.00,58402,79.74,67.70,-57.55
15-December-2022,3140.00,3160.45,3116.50,3129.40,3132.687980742105956030,53173,6614,166574418.00,31491,59.22,43.95,-10.60
14-December-2022,3178.50,3195.00,3126.35,3147.85,3152.093142144638403990,32080,2808,101119148.00,21988,68.54,68.65,-30.65
13-December-2022,3184.00,3184.00,3144.00,3178.20,3161.505501670877822153,24538,2389,77577022.00,11027,44.94,40.00,-5.80
12-December-2022,3225.00,3226.85,3141.90,3164.75,3164.960696147251965192,61826,9423,195676860.00,27373,44.27,84.95,-60.25
9-December-2022,3230.00,3242.75,3206.05,3227.40,3230.228669699323199822,36052,3301,116456204.00,19215,53.30,36.70,-2.60
8-December-2022,3232.00,3240.20,3202.70,3220.75,3217.703317535545023696,58025,6772,186707235.00,27156,46.80,37.50,-11.25
7-December-2022,3177.00,3233.90,3177.00,3226.65,3204.917026601989057966,45147,5238,144692389.00,11695,25.90,56.90,49.65
6-December-2022,3121.00,3168.00,3121.00,3160.40,3151.424050817331507328,34319,4864,108153722.00,15434,44.97,47.00,39.40
5-December-2022,3130.00,3168.00,3111.55,3157.55,3147.559938366718027734,19470,2585,61282992.00,4678,24.03,56.45,27.55
2-December-2022,3170.20,3170.25,3134.95,3143.10,3143.061578283377561230,45974,7706,144499113.00,24524,53.34,35.30,-27.10
1-December-2022,3185.00,3200.00,3160.35,3181.10,3180.238317554069312950,46052,6766,146456335.00,24737,53.72,39.65,-3.90
30-November-2022,3140.00,3200.15,3135.00,3182.30,3170.677657856717940001,35301,3220,111928092.00,18776,53.19,65.15,42.30
29-November-2022,3151.00,3168.00,3127.00,3133.75,3144.484676162615851491,36577,6090,115015816.00,20182,55.18,41.00,-17.25
28-November-2022,3110.00,3159.00,3098.00,3151.80,3142.966142121644026876,34379,2826,108052033.00,18624,54.17,61.00,41.80
25-November-2022,3119.00,3119.00,3076.20,3107.15,3096.033207309388783868,15870,1908,49134047.00,4371,27.54,42.80,-11.85
24-November-2022,3112.00,3119.10,3092.05,3114.85,3106.120952150797486708,57932,7329,179943799.00,36282,62.63,27.05,2.85
23-November-2022,3107.00,3112.90,3088.30,3101.40,3103.851433617031713718,203855,6113,632735634.00,180740,88.66,24.60,-5.60
22-November-2022,3097.00,3118.50,3074.80,3104.05,3105.086833969812693216,43992,5208,136598980.00,24681,56.10,43.70,7.05
21-November-2022,3100.10,3110.05,3065.85,3097.25,3090.526398504863441362,47086,4880,145520526.00,19103,40.57,44.20,-2.85
18-November-2022,3086.15,3114.00,3056.05,3098.65,3093.407008342853186554,115548,8093,357436993.00,70853,61.32,57.95,12.50
17-November-2022,3089.00,3096.60,3060.00,3072.20,3080.677169233960894144,38562,5408,118797073.00,15199,39.41,36.60,-16.80
16-November-2022,3071.50,3091.50,3051.00,3083.80,3069.051117985225362656,70797,7830,217279612.00,49989,70.61,40.50,12.30
15-November-2022,3057.05,3095.95,3042.00,3081.80,3056.947062641999350860,61620,2558,188369078.00,52944,85.92,53.95,24.75
14-November-2022,3056.00,3077.00,3042.00,3054.65,3054.101967452028175856,20585,2360,62868689.00,11042,53.64,35.00,-1.35
11-November-2022,3083.00,3093.00,3048.05,3054.60,3063.420250953324385931,46941,8584,143800010.00,23247,49.52,44.95,-28.40
